signal_date,entry_weekday,status,reason,distance,width,take_profit,stop_loss,minimum_credit,expiry,entry_date,exit_date,lot,raw_credit_points,effective_credit_points,gross_pnl,costs,net_pnl,dte_at_signal,dte_at_entry,nifty_reference_signal,nifty_reference_entry,put_long,put_short,call_short,call_long,put_long_entry,put_short_entry,call_short_entry,call_long_entry,put_long_exit,put_short_exit,call_short_exit,call_long_exit,wing_width_points,max_loss_points,max_loss,lower_breakeven,upper_breakeven,return_on_capital,return_on_max_loss,eod_exit_reason,conservative_intraday_min_pnl_points,conservative_intraday_min_pnl,conservative_intraday_min_pnl_day,conservative_bound_is_not_fill,window,selection_train_start,selection_train_end,selected_score,oos_fixed_lot_equity,oos_fixed_lot_drawdown
2021-10-08,4,TRADE,EXECUTED,0.0125,300,0.4,1.0,10.0,2021-10-14,2021-10-11,2021-10-12,50,36.2,34.2,2897.5,98.83704545,2798.66295455,6,3,17900.1,17973.05,17350.0,17650.0,18150.0,18450.0,5.75,18.8,26.15,3.0,3.55,10.0,21.05,1.75,300.0,263.8,13190.0,17613.8,18186.2,0.0279866295455,0.2121806637263078,take_profit_eod_mark,42.150000000000006,2107.5000000000005,2021-10-12,True,2021,2015-01-01,2020-12-31,0.29131667017870505,541027.0496010501,0.0
2021-10-14,3,TRADE,EXECUTED,0.0125,300,0.4,1.0,10.0,2021-10-21,2021-10-18,2021-10-19,50,58.150000000000006,56.150000000000006,4782.5,101.67737154999998,4680.82262845,7,3,18355.0,18495.4,17800.0,18100.0,18600.0,18900.0,6.8,14.45,56.7,6.2,7.25,18.0,34.65,3.9,300.0,241.85,12092.5,18041.85,18658.15,0.046808226284499994,0.3870847739053132,take_profit_eod_mark,61.35000000000001,3067.5000000000005,2021-10-19,True,2021,2015-01-01,2020-12-31,0.29131667017870505,545707.8722295002,0.0
2021-10-21,3,TRADE,EXECUTED,0.0125,300,0.4,1.0,10.0,2021-10-28,2021-10-22,2021-10-25,50,72.9,70.9,6370.0,104.9469505,6265.0530495,7,6,18202.9,18144.55,17650.0,17950.0,18450.0,18750.0,18.65,63.95,36.0,8.4,11.65,50.5,25.0,5.35,300.0,227.1,11355.0,17877.1,18522.9,0.06265053049500001,0.5517439937912814,take_profit_eod_mark,69.25,3462.5,2021-10-25,True,2021,2015-01-01,2020-12-31,0.29131667017870505,551972.9252790001,0.0
2021-10-26,1,TRADE,EXECUTED,0.0125,300,0.4,1.0,10.0,2021-10-28,2021-10-27,2021-10-28,50,16.600000000000005,14.600000000000005,8732.499999999998,99.60016065,8632.899839349999,2,1,18314.15,18215.25,17750.0,18050.0,18550.0,18850.0,1.9,17.1,3.6,2.2,0.2,162.35,0.2,0.3,300.0,283.4,14169.999999999998,18033.4,18566.6,0.08632899839349999,0.6092378150564572,take_profit_eod_mark,20.650000000000006,1032.5000000000002,2021-10-28,True,2021,2015-01-01,2020-12-31,0.29131667017870505,560605.8251183501,0.0
2021-10-29,4,TRADE,EXECUTED,0.0125,300,0.4,1.0,10.0,2021-11-03,2021-11-01,2021-11-02,50,100.4,98.4,6859.999999999999,104.46344450000001,6755.536555499999,5,2,17715.3,18008.45,17150.0,17450.0,17950.0,18250.0,2.85,5.25,112.55,14.55,1.1,2.4,43.15,3.65,300.0,199.6,9980.0,17349.6,18050.4,0.06755536555499998,0.6769074704909819,take_profit_eod_mark,115.10000000000001,5755.0,2021-11-02,True,2021,2015-01-01,2020-12-31,0.29131667017870505,567361.3616738501,0.0
2021-11-04,3,TRADE,EXECUTED,0.0125,300,0.4,1.0,10.0,2021-11-11,2021-11-08,2021-11-09,50,75.05,73.05,5785.0,102.2825942,5682.7174058,7,3,17916.7,18122.75,17350.0,17650.0,18150.0,18450.0,4.65,10.25,76.05,6.6,2.4,6.6,43.85,3.4,300.0,224.95,11247.5,17574.95,18225.05,0.056827174058,0.5052427122293843,take_profit_eod_mark,93.64999999999999,4682.5,2021-11-09,True,2021,2015-01-01,2020-12-31,0.29131667017870505,573044.0790796501,0.0
2021-11-11,3,TRADE,EXECUTED,0.0125,300,0.4,1.0,10.0,2021-11-18,2021-11-12,2021-11-15,50,92.99999999999999,90.99999999999999,8775.0,105.7263686,8669.2736314,7,6,17896.85,18133.45,17350.0,17650.0,18150.0,18450.0,4.9,13.8,95.85,11.75,3.0,8.2,92.1,10.8,300.0,207.0,10350.0,17557.0,18243.0,0.086692736314,0.837610978879227,take_profit_eod_mark,84.24999999999999,4212.499999999999,2021-11-15,True,2021,2015-01-01,2020-12-31,0.29131667017870505,581713.3527110502,0.0
2021-11-16,1,TRADE,EXECUTED,0.0125,300,0.4,1.0,10.0,2021-11-18,2021-11-17,2021-11-18,50,12.8,10.8,502.50000000000006,95.70915435,406.79084565000005,2,1,18004.0,17909.15,17450.0,17750.0,18250.0,18550.0,1.5,12.5,4.1,2.3,0.1,1.35,0.15,0.15,300.0,287.2,14360.0,17737.2,18262.8,0.0040679084565,0.02832805331824513,take_profit_eod_mark,5.050000000000001,252.50000000000003,2021-11-18,True,2021,2015-01-01,2020-12-31,0.29131667017870505,582120.1435567002,0.0
2021-11-22,0,TRADE,EXECUTED,0.0125,300,0.4,1.0,10.0,2021-11-25,2021-11-23,2021-11-24,50,28.05,26.05,1742.5,97.67786395,1644.82213605,3,2,17435.05,17495.25,16900.0,17200.0,17700.0,18000.0,4.6,18.25,17.45,3.05,2.15,11.0,3.5,1.55,300.0,271.95,13597.5,17171.95,17728.05,0.0164482213605,0.12096504034197463,take_profit_eod_mark,21.3,1065.0,2021-11-24,True,2021,2015-01-01,2020-12-31,0.29131667017870505,583764.9656927502,0.0
2021-11-25,3,TRADE,EXECUTED,0.0125,300,0.4,1.0,10.0,2021-12-02,2021-11-26,2021-11-29,50,165.85000000000002,163.85000000000002,16092.500000000002,134.39671565,15958.103284350002,7,6,17526.6,17052.15,17000.0,17300.0,17750.0,18050.0,150.5,312.95,6.6,3.2,110.55,269.55,2.75,1.75,300.0,134.14999999999998,6707.499999999999,17134.15,17915.85,0.1595810328435,2.3791432403056287,take_profit_eod_mark,73.05000000000007,3652.5000000000036,2021-11-29,True,2021,2015-01-01,2020-12-31,0.29131667017870505,599723.0689771002,0.0
2021-11-30,1,TRADE,EXECUTED,0.0125,300,0.4,1.0,10.0,2021-12-02,2021-12-01,2021-12-02,50,35.9,33.9,8385.0,100.47942200000001,8284.520578,2,1,17033.6,17221.9,16500.0,16800.0,17250.0,17550.0,3.0,6.1,35.25,2.45,0.1,0.15,135.85,0.1,300.0,264.1,13205.000000000002,16764.1,17285.9,0.08284520578,0.6273775522907988,take_profit_eod_mark,47.05,2352.5,2021-12-02,True,2021,2015-01-01,2020-12-31,0.29131667017870505,608007.5895551002,0.0
2021-12-03,4,TRADE,EXECUTED,0.0125,300,0.4,1.0,10.0,2021-12-09,2021-12-06,2021-12-07,50,116.44999999999999,114.44999999999999,7414.999999999999,109.5303224,7305.469677599999,6,3,17239.0,16957.15,16700.0,17000.0,17500.0,17800.0,52.25,164.1,8.35,3.75,7.8,35.05,10.45,1.85,300.0,183.55,9177.5,16883.55,17616.45,0.07305469677599999,0.7960195780550258,take_profit_eod_mark,105.49999999999999,5274.999999999999,2021-12-07,True,2021,2015-01-01,2020-12-31,0.29131667017870505,615313.0592327002,0.0
2021-12-09,3,TRADE,EXECUTED,0.0125,300,0.4,1.0,10.0,2021-12-16,2021-12-10,2021-12-13,50,56.89999999999999,54.89999999999999,5825.0,103.8034331,5721.1965669,7,6,17561.4,17559.35,17000.0,17300.0,17800.0,18100.0,18.5,53.25,26.1,3.95,16.85,71.7,12.15,3.4,300.0,243.10000000000002,12155.000000000002,17243.1,17856.9,0.057211965669,0.4706866776552858,take_profit_eod_mark,52.64999999999999,2632.4999999999995,2021-12-13,True,2021,2015-01-01,2020-12-31,0.29131667017870505,621034.2557996002,0.0
2021-12-14,1,TRADE,EXECUTED,0.0125,300,0.4,1.0,10.0,2021-12-16,2021-12-15,2021-12-16,50,29.9,27.9,1297.5,96.99848314999998,1200.50151685,2,1,17355.05,17260.8,16800.0,17100.0,17600.0,17900.0,2.9,30.7,4.1,2.0,0.1,0.2,0.15,0.2,300.0,270.1,13505.000000000002,17070.1,17629.9,0.0120050151685,0.08889311490929283,take_profit_eod_mark,22.549999999999997,1127.4999999999998,2021-12-16,True,2021,2015-01-01,2020-12-31,0.29131667017870505,622234.7573164502,0.0
2021-12-17,4,TRADE,EXECUTED,0.0125,300,0.4,1.0,10.0,2021-12-23,2021-12-20,2021-12-21,50,143.7,141.7,11360.0,118.1607339,11241.8392661,6,3,17023.5,16635.05,16500.0,16800.0,17250.0,17550.0,91.45,232.15,7.05,4.05,27.7,112.7,4.75,2.25,300.0,156.3,7815.000000000001,16656.3,17393.7,0.112418392661,1.4384951076263595,take_profit_eod_mark,134.89999999999998,6744.999999999999,2021-12-21,True,2021,2015-01-01,2020-12-31,0.29131667017870505,633476.5965825502,0.0
2021-12-23,3,TRADE,EXECUTED,0.0125,300,0.4,1.0,10.0,2021-12-30,2021-12-24,2021-12-27,50,70.25,68.25,6242.5,105.35646774999998,6137.14353225,7,6,17078.45,17003.8,16550.0,16850.0,17300.0,17600.0,28.45,77.05,26.2,4.55,13.85,41.3,34.75,3.6,300.0,229.75,11487.5,16779.75,17370.25,0.0613714353225,0.5342453564526659,take_profit_eod_mark,59.25,2962.5,2021-12-27,True,2021,2015-01-01,2020-12-31,0.29131667017870505,639613.7401148002,0.0
2022-01-03,0,TRADE,EXECUTED,0.0125,300,0.4,1.0,10.0,2022-01-06,2022-01-04,2022-01-05,50,38.949999999999996,36.949999999999996,5227.500000000001,99.70337634999998,5127.796623650001,3,2,17677.95,17846.75,17150.0,17450.0,17900.0,18200.0,4.5,10.8,34.75,2.1,2.3,3.65,70.15,1.9,300.0,261.05,13052.5,17411.05,17938.95,0.05127796623650001,0.39285934676498757,take_profit_eod_mark,48.349999999999994,2417.4999999999995,2022-01-05,True,2022,2015-01-01,2021-12-31,0.29556334269382495,644741.5367384502,0.0
2022-01-06,3,TRADE,EXECUTED,0.0125,300,0.4,1.0,10.0,2022-01-13,2022-01-07,2022-01-10,50,74.4,72.4,7870.0,105.4165083,7764.5834917,7,6,17788.65,17854.3,17250.0,17550.0,18050.0,18350.0,14.5,48.2,49.85,9.15,4.35,12.1,92.4,13.15,300.0,225.6,11280.0,17475.6,18124.4,0.077645834917,0.6883496003280142,take_profit_eod_mark,109.95,5497.5,2022-01-10,True,2022,2015-01-01,2021-12-31,0.29556334269382495,652506.1202301502,0.0
2022-01-11,1,TRADE,EXECUTED,0.0125,300,0.4,1.0,10.0,2022-01-13,2022-01-12,2022-01-13,50,13.700000000000001,11.700000000000001,487.5000000000001,95.62999415,391.8700058500001,2,1,18083.55,18241.2,17550.0,17850.0,18350.0,18650.0,1.95,4.3,12.0,0.65,0.1,0.1,0.15,0.1,300.0,286.3,14315.0,17836.3,18363.7,0.003918700058500001,0.027374782106182334,take_profit_eod_mark,7.650000000000002,382.5000000000001,2022-01-13,True,2022,2015-01-01,2021-12-31,0.29556334269382495,652897.9902360002,0.0
2022-01-14,4,TRADE,EXECUTED,0.0125,300,0.4,1.0,10.0,2022-01-20,2022-01-17,2022-01-18,50,38.75,36.75,4834.999999999999,100.24409610000001,4734.755903899999,6,3,18295.0,18336.6,17750.0,18050.0,18550.0,18850.0,5.1,22.9,23.0,2.05,9.9,68.05,5.35,1.55,300.0,261.25,13062.5,18011.25,18588.75,0.04734755903899999,0.36246935149473675,take_profit_eod_mark,38.2,1910.0000000000002,2022-01-18,True,2022,2015-01-01,2021-12-31,0.29556334269382495,657632.7461399002,0.0
2022-01-20,3,TRADE,EXECUTED,0.0125,300,0.4,1.0,10.0,2022-01-27,2022-01-21,2022-01-24,50,91.60000000000001,89.60000000000001,15452.499999999998,129.76332555,15322.736674449998,7,6,17804.1,17617.8,17250.0,17550.0,18050.0,18350.0,42.45,119.7,19.45,5.1,206.4,426.4,5.45,4.0,300.0,208.39999999999998,10419.999999999998,17458.4,18141.6,0.15322736674449997,1.4705121568570059,take_profit_eod_mark,-138.29999999999995,-6914.999999999998,2022-01-24,True,2022,2015-01-01,2021-12-31,0.29556334269382495,672955.4828143502,0.0
2022-01-27,3,TRADE,EXECUTED,0.0125,300,0.4,1.0,10.0,2022-02-03,2022-01-28,2022-01-31,50,154.05,152.05,15677.500000000004,135.02455915,15542.475440850003,7,6,17097.35,17125.65,16550.0,16850.0,17350.0,17650.0,64.3,138.0,152.35,72.0,33.15,72.3,235.8,111.45,300.0,145.95,7297.499999999999,16695.95,17504.05,0.15542475440850004,2.1298356205344304,take_profit_eod_mark,211.6,10580.0,2022-01-31,True,2022,2015-01-01,2021-12-31,0.29556334269382495,688497.9582552002,0.0
2022-02-01,1,TRADE,EXECUTED,0.0125,300,0.4,1.0,10.0,2022-02-03,2022-02-02,2022-02-03,50,38.45,36.45,1725.0,97.46831400000002,1627.531686,2,1,17589.0,17795.9,17050.0,17350.0,17850.0,18150.0,1.9,3.35,38.65,1.65,0.1,0.1,0.15,0.1,300.0,261.55,13077.5,17311.55,17888.45,0.01627531686,0.12445281483463966,take_profit_eod_mark,31.800000000000004,1590.0000000000002,2022-02-03,True,2022,2015-01-01,2021-12-31,0.29556334269382495,690125.4899412001,0.0
2022-02-04,4,TRADE,EXECUTED,0.0125,300,0.4,1.0,10.0,2022-02-10,2022-02-07,2022-02-08,50,122.95,120.95,10552.5,113.68757645,10438.81242355,6,3,17529.65,17218.3,17000.0,17300.0,17750.0,18050.0,61.7,178.9,9.65,3.9,24.35,113.95,4.55,2.05,300.0,177.05,8852.5,17177.05,17872.95,0.1043881242355,1.1791937219486022,take_profit_eod_mark,109.69999999999999,5484.999999999999,2022-02-08,True,2022,2015-01-01,2021-12-31,0.29556334269382495,700564.3023647501,0.0
2022-02-10,3,TRADE,EXECUTED,0.0125,300,0.4,1.0,10.0,2022-02-17,2022-02-11,2022-02-14,50,98.64999999999999,96.64999999999999,16912.5,138.49382275,16774.00617725,7,6,17617.65,17355.8,17050.0,17350.0,17850.0,18150.0,50.7,139.75,12.0,2.4,285.55,527.9,3.85,2.6,300.0,201.35000000000002,10067.500000000002,17251.35,17948.65,0.1677400617725,1.6661540777005213,take_profit_eod_mark,-18.600000000000037,-930.0000000000018,2022-02-14,True,2022,2015-01-01,2021-12-31,0.29556334269382495,717338.308542,0.0
2022-02-15,1,TRADE,EXECUTED,0.0125,300,0.4,1.0,10.0,2022-02-17,2022-02-16,2022-02-17,50,21.0,19.0,857.4999999999999,96.93819375,760.5618062499999,2,1,17360.65,17317.35,16800.0,17100.0,17600.0,17900.0,9.45,24.4,7.75,1.7,0.1,0.2,0.1,0.05,300.0,279.0,13950.0,17079.0,17621.0,0.007605618062499999,0.05452055958781361,take_profit_eod_mark,9.649999999999999,482.49999999999994,2022-02-17,True,2022,2015-01-01,2021-12-31,0.29556334269382495,718098.87034825,0.0
2022-02-18,4,TRADE,EXECUTED,0.0125,300,0.4,1.0,10.0,2022-02-24,2022-02-21,2022-02-22,50,89.85,87.85,8722.5,111.34371144999999,8611.15628855,6,3,17278.05,17205.2,16750.0,17050.0,17500.0,17800.0,36.25,92.5,38.75,5.15,49.25,127.4,12.6,2.15,300.0,210.15,10507.5,16960.15,17589.85,0.08611156288550001,0.8195247478991198,take_profit_eod_mark,59.09999999999999,2954.9999999999995,2022-02-22,True,2022,2015-01-01,2021-12-31,0.29556334269382495,726710.0266368,0.0
2022-02-24,3,TRADE,EXECUTED,0.0125,300,0.4,1.0,10.0,2022-03-03,2022-02-25,2022-02-28,50,206.20000000000007,204.20000000000007,21852.500000000004,156.25531215,21696.244687850005,7,6,16262.5,16656.05,15750.0,16050.0,16500.0,16800.0,49.65,84.85,329.1,158.1,36.75,63.3,416.45,208.15,300.0,93.79999999999993,4689.999999999996,15843.8,16706.2,0.21696244687850005,4.626064965426444,take_profit_eod_mark,109.00000000000009,5450.000000000005,2022-02-28,True,2022,2015-01-01,2021-12-31,0.29556334269382495,748406.27132465,0.0
2022-03-03,3,TRADE,EXECUTED,0.0125,300,0.4,1.0,10.0,2022-03-10,2022-03-04,2022-03-07,50,146.3,144.3,16892.5,150.04130515,16742.45869485,7,6,16505.6,16258.95,15950.0,16250.0,16750.0,17050.0,140.6,248.05,58.75,19.9,275.15,461.9,13.9,5.1,300.0,153.7,7684.999999999999,16103.7,16896.3,0.1674245869485,2.1785892901561486,take_profit_eod_mark,154.85000000000002,7742.500000000001,2022-03-07,True,2022,2015-01-01,2021-12-31,0.29556334269382495,765148.7300195,0.0
2022-03-08,1,TRADE,EXECUTED,0.0125,300,0.4,1.0,10.0,2022-03-10,2022-03-09,2022-03-10,50,148.25,146.25,22037.5,120.15076485,21917.34923515,2,1,16010.9,16365.7,15500.0,15800.0,16250.0,16550.0,5.4,12.6,183.0,41.95,0.1,0.1,342.5,46.0,300.0,151.75,7587.5,15651.75,16398.25,0.2191734923515,2.888612749278418,take_profit_eod_mark,147.6,7380.0,2022-03-10,True,2022,2015-01-01,2021-12-31,0.29556334269382495,787066.07925465,0.0
2022-03-11,4,TRADE,EXECUTED,0.0125,300,0.4,1.0,10.0,2022-03-17,2022-03-14,2022-03-15,50,159.0,157.0,13282.499999999998,122.63717795000001,13159.862822049998,6,3,16647.75,16885.4,16100.0,16400.0,16900.0,17200.0,35.1,71.15,189.4,66.45,36.4,90.0,75.55,18.5,300.0,141.0,7050.0,16241.0,17059.0,0.13159862822049997,1.866647208801418,take_profit_eod_mark,115.24999999999999,5762.499999999999,2022-03-15,True,2022,2015-01-01,2021-12-31,0.29556334269382495,800225.9420767,0.0
2022-03-17,3,TRADE,EXECUTED,0.0125,300,0.4,1.0,10.0,2022-03-24,2022-03-21,2022-03-22,50,129.79999999999998,127.79999999999998,10647.5,115.63231275000001,10531.86768725,7,3,17322.05,17158.65,16800.0,17100.0,17550.0,17850.0,75.25,172.2,43.2,10.35,16.35,56.25,54.2,6.95,300.0,170.20000000000002,8510.0,16970.2,17679.8,0.1053186768725,1.2375872722972974,take_profit_eod_mark,92.99999999999999,4649.999999999999,2022-03-22,True,2022,2015-01-01,2021-12-31,0.29556334269382495,810757.8097639501,0.0
2022-03-24,3,TRADE,EXECUTED,0.0125,300,0.4,1.0,10.0,2022-03-31,2022-03-25,2022-03-28,50,107.39999999999999,105.39999999999999,8632.499999999998,110.72861895000001,8521.771381049999,7,6,17242.8,17194.05,16700.0,17000.0,17500.0,17800.0,42.05,107.1,56.5,14.15,14.7,48.8,41.7,6.55,300.0,192.60000000000002,9630.000000000002,16892.6,17607.4,0.08521771381049999,0.8849191465264795,take_profit_eod_mark,102.89999999999999,5145.0,2022-03-28,True,2022,2015-01-01,2021-12-31,0.29556334269382495,819279.5811450001,0.0
2022-03-29,1,TRADE,EXECUTED,0.0125,300,0.4,1.0,10.0,2022-03-31,2022-03-30,2022-03-31,50,33.35,31.35,1470.0,97.1727407,1372.8272593,2,1,17368.05,17515.4,16850.0,17150.0,17600.0,17900.0,2.8,7.0,30.55,1.4,0.15,0.1,0.2,0.1,300.0,266.65,13332.499999999998,17116.65,17633.35,0.013728272593,0.1029684799774986,take_profit_eod_mark,26.650000000000002,1332.5,2022-03-31,True,2022,2015-01-01,2021-12-31,0.29556334269382495,820652.4084043001,0.0
2022-04-01,4,TRADE,EXECUTED,0.0125,300,0.4,1.0,10.0,2022-04-07,2022-04-04,2022-04-05,50,144.05,142.05,11602.5,112.79396875,11489.70603125,6,3,17713.0,18098.2,17150.0,17450.0,17950.0,18250.0,6.1,11.8,178.55,40.2,3.45,7.4,104.65,16.6,300.0,155.95,7797.499999999999,17305.95,18094.05,0.1148970603125,1.4735115141070858,take_profit_eod_mark,172.7,8635.0,2022-04-05,True,2022,2015-01-01,2021-12-31,0.29556334269382495,832142.1144355501,0.0
2022-04-07,3,TRADE,EXECUTED,0.0125,300,0.4,1.0,10.0,2022-04-13,2022-04-08,2022-04-11,50,70.89999999999999,68.89999999999999,5177.499999999999,102.71743035000001,5074.7825696499995,6,5,17730.35,17878.75,17200.0,17500.0,18000.0,18300.0,8.45,30.8,60.0,11.45,4.55,31.15,12.4,2.35,300.0,229.10000000000002,11455.000000000002,17429.1,18070.9,0.05074782569649999,0.4430189934220863,take_profit_eod_mark,78.35,3917.4999999999995,2022-04-11,True,2022,2015-01-01,2021-12-31,0.29556334269382495,837216.8970052,0.0
2022-04-18,0,TRADE,EXECUTED,0.0125,300,0.4,1.0,10.0,2022-04-21,2022-04-19,2022-04-20,50,84.9,82.9,5210.0,104.5119445,5105.4880555,3,2,17229.6,16969.35,16700.0,17000.0,17450.0,17750.0,30.8,111.9,6.45,2.65,3.9,25.55,2.95,1.3,300.0,215.1,10755.0,16915.1,17534.9,0.051054880555,0.47470832687122266,take_profit_eod_mark,80.60000000000001,4030.0000000000005,2022-04-20,True,2022,2015-01-01,2021-12-31,0.29556334269382495,842322.3850607,0.0
2022-04-21,3,TRADE,EXECUTED,0.0125,300,0.4,1.0,10.0,2022-04-28,2022-04-22,2022-04-25,50,94.25000000000001,92.25000000000001,12205.000000000002,118.66975649999999,12086.330243500002,7,6,17410.15,17177.75,16850.0,17150.0,17650.0,17950.0,47.4,132.05,13.8,4.2,98.9,250.25,4.7,2.2,300.0,205.75,10287.5,17055.75,17744.25,0.12086330243500003,1.1748559167436212,take_profit_eod_mark,126.60000000000002,6330.000000000001,2022-04-25,True,2022,2015-01-01,2021-12-31,0.29556334269382495,854408.7153042,0.0
2022-04-26,1,TRADE,EXECUTED,0.0125,300,0.4,1.0,10.0,2022-04-28,2022-04-27,2022-04-28,50,35.85000000000001,33.85000000000001,1597.5000000000005,97.63402355000001,1499.8659764500005,2,1,17204.0,17053.8,16650.0,16950.0,17450.0,17750.0,5.9,40.7,2.45,1.4,0.1,0.2,0.1,0.1,300.0,264.15,13207.499999999998,16914.15,17485.85,0.014998659764500006,0.11356168665152382,take_profit_eod_mark,28.300000000000008,1415.0000000000005,2022-04-28,True,2022,2015-01-01,2021-12-31,0.29556334269382495,855908.58128065,0.0
2022-04-29,4,TRADE,EXECUTED,0.0125,300,0.4,1.0,10.0,2022-05-05,2022-05-02,2022-05-04,50,72.55,70.55,12292.500000000002,110.85922055,12181.640779450001,6,3,17135.25,17084.25,16600.0,16900.0,17350.0,17650.0,16.95,61.65,31.75,3.9,55.7,231.45,4.55,3.0,300.0,227.45,11372.5,16827.45,17422.55,0.12181640779450001,1.0711488924554848,take_profit_eod_mark,21.599999999999994,1079.9999999999998,2022-05-04,True,2022,2015-01-01,2021-12-31,0.29556334269382495,868090.2220601,0.0
2022-05-05,3,TRADE,EXECUTED,0.0125,300,0.4,1.0,10.0,2022-05-12,2022-05-06,2022-05-09,50,119.24999999999999,117.24999999999999,12900.0,123.517426,12776.482574,7,6,16694.3,16419.4,16150.0,16450.0,16950.0,17250.0,89.8,195.95,17.95,4.85,91.55,231.55,5.05,2.3,300.0,180.75,9037.5,16330.75,17069.25,0.12776482574,1.4137186803872752,take_profit_eod_mark,119.64999999999999,5982.5,2022-05-09,True,2022,2015-01-01,2021-12-31,0.29556334269382495,880866.7046341,0.0
2022-05-10,1,TRADE,EXECUTED,0.0125,300,0.4,1.0,10.0,2022-05-12,2022-05-11,2022-05-12,50,30.65,28.65,11477.5,101.65417445000001,11375.84582555,2,1,16247.1,16177.95,15700.0,16000.0,16500.0,16800.0,4.15,31.4,5.05,1.65,0.35,203.2,0.15,0.1,300.0,269.35,13467.500000000002,15969.35,16530.65,0.1137584582555,0.8446887563059217,take_profit_eod_mark,53.599999999999994,2679.9999999999995,2022-05-12,True,2022,2015-01-01,2021-12-31,0.29556334269382495,892242.55045965,0.0
2022-05-13,4,TRADE,EXECUTED,0.0125,300,0.4,1.0,10.0,2022-05-19,2022-05-16,2022-05-17,50,103.15,101.15,15489.999999999998,118.3769648,15371.623035199998,6,3,15786.6,15842.6,15250.0,15550.0,16000.0,16300.0,18.8,58.9,78.35,15.3,3.6,7.9,297.85,91.5,300.0,196.85,9842.5,15446.85,16103.15,0.153716230352,1.5617600238963676,take_profit_eod_mark,72.1,3604.9999999999995,2022-05-17,True,2022,2015-01-01,2021-12-31,0.29556334269382495,907614.17349485,0.0
2022-05-19,3,TRADE,EXECUTED,0.0125,300,0.4,1.0,10.0,2022-05-26,2022-05-20,2022-05-23,50,206.49999999999997,204.49999999999997,19347.500000000004,137.89767275,19209.602327250002,7,6,15769.45,16253.25,15250.0,15550.0,16000.0,16300.0,10.6,25.35,343.4,151.65,6.7,19.3,269.8,97.95,300.0,93.50000000000003,4675.000000000002,15343.5,16206.5,0.19209602327250003,4.109005845401068,take_profit_eod_mark,243.29999999999995,12164.999999999998,2022-05-23,True,2022,2015-01-01,2021-12-31,0.29556334269382495,926823.7758221,0.0
2022-05-24,1,TRADE,EXECUTED,0.0125,300,0.4,1.0,10.0,2022-05-26,2022-05-25,2022-05-26,50,49.6,47.6,2285.0,98.666669,2186.333331,2,1,16104.7,16013.8,15600.0,15900.0,16350.0,16650.0,5.9,50.95,6.55,2.0,0.1,0.2,0.15,0.15,300.0,250.4,12520.0,15850.4,16399.6,0.021863333309999997,0.1746272628594249,take_profit_eod_mark,40.95,2047.5000000000002,2022-05-26,True,2022,2015-01-01,2021-12-31,0.29556334269382495,929010.1091530999,0.0
2022-05-27,4,TRADE,EXECUTED,0.0125,300,0.4,1.0,10.0,2022-06-02,2022-05-30,2022-05-31,50,150.29999999999998,148.29999999999998,13115.0,115.08835160000001,12999.9116484,6,3,16326.9,16643.45,15800.0,16100.0,16550.0,16850.0,6.4,16.25,189.1,48.65,4.45,15.0,126.5,21.05,300.0,149.70000000000002,7485.000000000001,15949.7,16700.3,0.129999116484,1.7367951434068134,take_profit_eod_mark,206.45,10322.5,2022-05-31,True,2022,2015-01-01,2021-12-31,0.29556334269382495,942010.0208015,0.0
2022-06-02,3,TRADE,EXECUTED,0.0125,300,0.4,1.0,10.0,2022-06-09,2022-06-03,2022-06-06,50,101.55000000000001,99.55000000000001,8750.0,108.503994,8641.496006,7,6,16621.2,16604.65,16100.0,16400.0,16850.0,17150.0,24.85,79.25,58.65,11.5,15.8,65.55,31.55,3.85,300.0,198.45,9922.5,16298.45,16951.55,0.08641496005999999,0.8708990683799445,take_profit_eod_mark,129.5,6475.0,2022-06-06,True,2022,2015-01-01,2021-12-31,0.29556334269382495,950651.5168074999,0.0
2022-06-07,1,TRADE,EXECUTED,0.0125,300,0.4,1.0,10.0,2022-06-09,2022-06-08,2022-06-09,50,21.250000000000004,19.250000000000004,865.0000000000002,96.1870766,768.8129234000003,2,1,16429.25,16364.8,15900.0,16200.0,16650.0,16950.0,1.4,20.5,3.6,1.45,0.1,0.15,0.1,0.1,300.0,278.75,13937.5,16178.75,16671.25,0.007688129234000003,0.05516146535605383,take_profit_eod_mark,14.150000000000006,707.5000000000002,2022-06-09,True,2022,2015-01-01,2021-12-31,0.29556334269382495,951420.3297308999,0.0
2022-06-10,4,TRADE,EXECUTED,0.0125,300,0.4,1.0,10.0,2022-06-16,2022-06-13,2022-06-14,50,173.24999999999997,171.24999999999997,18082.5,132.70797095,17949.79202905,6,3,16219.35,15766.25,15700.0,16000.0,16450.0,16750.0,120.0,288.95,7.15,2.85,109.8,300.8,3.2,1.8,300.0,126.75000000000003,6337.500000000002,15826.75,16623.25,0.17949792029050002,2.832314324110453,take_profit_eod_mark,220.79999999999995,11039.999999999998,2022-06-14,True,2022,2015-01-01,2021-12-31,0.29556334269382495,969370.1217599498,0.0
